City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,carbonear,47.7332,-53.2148,286.01,98,99,5.19,CA,1728769880
292,tulagi,-9.0996,160.1476,300.73,76,27,4.54,SB,1728769881
293,liwale,-9.7667,37.9333,294.61,80,0,1.82,TZ,1728769882
294,luderitz,-26.6481,15.1594,291.51,58,18,6.99,NA,1728769884
295,morant bay,17.8815,-76.4093,302.35,80,41,4.31,JM,1728769885
296,badger,64.8,-147.5333,280.36,54,100,8.75,US,1728769887
297,vila franca do campo,37.7167,-25.4333,294.38,99,87,2.79,PT,1728769889
298,qamdo,31.1667,97.2333,274.29,89,100,1.36,CN,1728769890
299,sorsk,54.0033,90.2467,265.59,91,100,2.68,RU,1728769892
300,vadso,70.0744,29.7487,277.24,70,20,9.26,NO,1728769893
301,sidareja,-7.4846,108.7923,297.29,94,55,1.09,ID,1728769894
302,koluszki,51.7387,19.8199,280.31,100,75,5.18,PL,1728769895
303,barakani,-12.1356,44.4317,298.25,80,6,3.69,KM,1728769896
304,kapa'a,22.0752,-159.319,301.33,77,0,4.12,US,1728769897
305,deschutes river woods,43.9915,-121.3584,293.16,36,0,3.6,US,1728769899
306,santa cruz,-17.8,-63.1667,306.18,58,20,6.17,BO,1728769561
307,pisco,-13.7,-76.2167,294.18,68,0,4.12,PE,1728769901
308,biltine,14.5333,20.9167,303.42,37,81,0.7,TD,1728769902
309,as sulayyil,20.4607,45.5779,301.36,19,2,4.48,SA,1728769903
310,valjevo,44.2751,19.8982,284.11,82,34,2.49,RS,1728769904
311,hammerfest,70.6634,23.6821,277.4,60,100,7.72,NO,1728769684
312,klyuchi,52.2667,79.1667,267.41,86,56,3.07,RU,1728769906
313,ryugasaki,35.9,140.1833,291.04,77,12,2.03,JP,1728769908
314,castillos,-34.1667,-53.8333,285.58,69,98,2.03,UY,1728769909
315,nuku'alofa,-21.1333,-175.2,296.34,94,75,4.12,TO,1728769911
316,remire-montjoly,4.9167,-52.2667,302.17,74,0,4.12,GF,1728769912
317,bouar,5.934,15.596,292.14,94,100,0.4,CF,1728769913
318,conception bay south,47.4999,-52.9981,285.88,96,100,7.26,CA,1728769914
319,qaqortoq,60.7167,-46.0333,277.29,47,100,7.89,GL,1728769915
320,roxas,11.5853,122.7511,299.72,84,99,0.67,PH,1728769916
321,glace bay,46.1969,-59.957,284.4,88,75,6.69,CA,1728769918
322,puqi,29.7167,113.8833,293.56,53,95,1.84,CN,1728769919
323,susuman,62.7833,148.1667,266.84,97,100,0.74,RU,1728769921
324,kegen,43.0197,79.2203,276.68,86,100,1.96,KZ,1728769922
325,businga,3.3333,20.8833,293.7,99,100,0.3,CD,1728769923
326,uturoa,-16.7333,-151.4333,298.45,76,36,7.3,PF,1728769924
327,skovorodino,53.9833,123.9167,271.33,49,100,1.56,RU,1728769926
328,vila velha,-20.3297,-40.2925,301.45,71,0,1.34,BR,1728769927
329,darwin,-12.4611,130.8418,300.34,78,20,1.54,AU,1728769919
330,mount isa,-20.7333,139.5,292.02,94,100,3.6,AU,1728769930
331,xiaoshi,41.2971,124.1209,284.96,92,1,1.84,CN,1728769931
332,nacala,-14.5428,40.6728,295.61,92,0,0.74,MZ,1728769932
333,nemuro,43.3236,145.575,287.09,79,23,4.77,JP,1728769933
334,bikenibeu village,1.3673,173.1241,304.13,70,20,5.14,KI,1728769934
335,hotan,37.0997,79.9269,289.8,29,0,1.2,CN,1728769935
336,bure,10.7,37.0667,287.02,95,98,1.1,ET,1728769936
337,flying fish cove,-10.4217,105.6791,298.97,94,100,5.14,CX,1728769928
338,matthew town,20.95,-73.6667,302.5,73,58,4.16,BS,1728769938
339,atafu village,-8.5421,-172.5159,301.3,76,93,7.76,TK,1728769939
340,malanje,-9.5402,16.341,295.02,63,46,2.52,AO,1728769940
341,el granada,37.5027,-122.4694,297.05,74,75,4.63,US,1728769942
342,floro,61.5996,5.0328,282.13,71,100,6.17,NO,1728769943
343,ta`u,-14.2336,-169.5144,299.94,77,25,8.64,AS,1728769944
344,lata,40.1629,-8.3327,289.26,86,0,3.1,PT,1728769945
345,pachino,36.7186,15.0907,293.58,69,6,1.34,IT,1728769946
346,apatity,67.5641,33.4031,274.86,94,91,2.43,RU,1728769947
347,mekhe,15.1097,-16.6218,301.16,74,89,4.33,SN,1728769948
348,sault ste. marie,46.5168,-84.3333,285.31,58,0,2.57,CA,1728769784
349,tan-tan,28.438,-11.1032,295.56,76,100,2.28,MA,1728769952
350,princeville,45.7668,-61.2985,284.51,88,100,10.8,CA,1728769954
351,lazaro cardenas,17.9583,-102.2,301.77,74,33,3.6,MX,1728769955
352,dawei,14.0833,98.2,297.96,90,43,1.82,MM,1728769956
353,queenstown,-31.8976,26.8753,292.74,47,3,0.81,ZA,1728769957
354,upper grand lagoon,30.1633,-85.7408,300.96,39,0,1.79,US,1728769958
355,caconda,-13.7333,15.0667,289.96,49,14,1.21,AO,1728769959
356,olyokminsk,60.3736,120.4264,265.14,94,37,0.86,RU,1728769960
357,toliara,-23.35,43.6667,298.49,44,28,3.78,MG,1728769962
358,port hedland,-20.3167,118.5667,296.18,83,10,3.6,AU,1728769963
359,ilhabela,-23.7781,-45.3581,294.76,90,48,2.46,BR,1728769965
360,valencia,39.3333,-0.8333,290.6,75,90,1.93,ES,1728769966
361,port-vila,-17.7338,168.3219,297.93,78,40,5.14,VU,1728769967
362,malindi,-3.2175,40.1191,297.79,84,93,5.59,KE,1728769968
363,nishifukuma,33.7667,130.4667,288.15,76,68,2.59,JP,1728769969
364,bandundu,-3.3167,17.3667,296.89,79,13,2.04,CD,1728769970
365,tuzha,57.6062,47.936,271.43,66,3,2.99,RU,1728769971
366,koratla,18.8167,78.7167,296.76,92,97,1.65,IN,1728769973
367,horta,38.5333,-28.6333,295.38,96,75,10.29,PT,1728769974
368,ribas do rio pardo,-20.4431,-53.7592,300.83,51,59,3.52,BR,1728769975
369,kiunga,-6.1219,141.2906,296.89,99,100,0.84,PG,1728769976
370,walvis bay,-22.9575,14.5053,289.68,77,8,5.14,NA,1728769977
371,apac,1.9756,32.5386,291.38,92,16,1.51,UG,1728769978
372,alice springs,-23.7,133.8833,291.9,37,37,0.0,AU,1728769979
373,qazvin,36.2797,50.0049,289.56,67,36,3.92,IR,1728769980
374,whangarei,-35.7317,174.3239,290.67,51,90,3.3,NZ,1728769982
375,mbuji-mayi,-6.15,23.6,296.29,64,28,1.76,CD,1728769983
376,trondheim,63.4305,10.3951,280.18,71,100,1.79,NO,1728769984
377,minab,27.1467,57.0801,301.7,56,0,0.59,IR,1728769985
378,harper,4.375,-7.7169,298.1,88,100,4.89,LR,1728769986
379,metlili chaamba,32.2667,3.6333,299.67,41,0,3.09,DZ,1728769987
380,howrah,22.5892,88.3103,302.15,79,40,1.54,IN,1728769988
381,oeiras,-7.0253,-42.1311,304.8,24,54,2.01,BR,1728769989
382,puerto carreno,6.189,-67.4859,308.14,46,20,2.06,CO,1728769990
383,rio grande,-32.035,-52.0986,288.92,76,1,3.22,BR,1728769991
384,manhattan,40.7834,-73.9662,296.38,29,0,5.14,US,1728769760
385,wewak,-3.5534,143.6268,299.96,86,68,2.17,PG,1728769994
386,zalanga,10.6143,10.1765,296.64,77,87,2.56,NG,1728769995
387,kete krachi,7.7939,-0.0498,299.24,82,100,2.51,GH,1728769996
388,cidreira,-30.1811,-50.2056,290.82,87,0,2.96,BR,1728769997
389,bahia de kino,28.8333,-111.9333,306.89,43,0,4.85,MX,1728769998
390,georgetown,5.4112,100.3354,299.11,88,40,1.03,MY,1728769782
391,gizo,-8.103,156.8419,301.37,74,70,2.85,SB,1728770000
392,road town,18.4167,-64.6167,304.17,70,40,2.06,VG,1728770001
393,sanctuary point,-35.1114,150.629,288.36,52,2,1.64,AU,1728770002
394,amga,60.8953,131.9608,263.78,98,100,1.19,RU,1728769975
395,progreso,21.2833,-89.6667,301.46,74,43,4.7,MX,1728770005
396,general conesa,-40.1,-64.4333,294.62,11,1,4.2,AR,1728770006
397,vanino,49.0869,140.2543,276.71,51,0,5.02,RU,1728770007
398,contamana,-7.3333,-75.0167,304.56,50,80,2.51,PE,1728770008
399,at taj,24.2049,23.2857,299.87,24,0,3.96,LY,1728770010
400,tanout,14.9709,8.8879,305.29,15,65,3.7,NE,1728770011
401,fort st. john,56.2499,-120.8529,283.09,50,75,5.14,CA,1728770013
402,manta,-0.95,-80.7333,299.03,73,40,6.17,EC,1728770014
403,sidi bennour,32.6524,-8.4277,293.87,80,100,6.32,MA,1728770015
404,tangalle,6.024,80.7911,297.89,90,100,4.14,LK,1728770016
405,opopeo,19.4,-101.6,291.4,52,9,0.9,MX,1728770017
406,mwene-ditu,-7.0,23.45,291.75,88,43,1.73,CD,1728770018
407,tharangambadi,11.0319,79.8528,298.96,88,97,2.34,IN,1728770019
408,sandnessjoen,66.0217,12.6316,278.12,65,92,7.46,NO,1728770020
409,coxen hole,16.3244,-86.5366,299.75,83,75,2.57,HN,1728769800
410,kachug,53.9606,105.8817,272.17,98,100,1.72,RU,1728770022
411,siracusa,37.0881,15.2792,294.2,61,6,1.46,IT,1728769765
412,pokrovsk,48.282,37.1758,285.82,55,100,7.21,UA,1728770025
413,sao joao da barra,-21.6403,-41.0511,298.2,92,100,5.71,BR,1728770026
414,kismayo,-0.3582,42.5454,298.29,84,41,6.15,SO,1728770027
415,merizo village,13.2658,144.6691,300.58,91,63,2.4,GU,1728770028
416,verkhnevilyuysk,63.4453,120.3167,259.34,99,88,0.6,RU,1728770029
417,al mawsil al jadidah,36.3346,43.0978,300.43,29,47,3.05,IQ,1728770030
418,le vauclin,14.5452,-60.8388,303.18,70,20,3.6,MQ,1728770031
419,tsiombe,-25.3,45.4833,292.63,84,9,3.54,MG,1728770032
420,prince rupert,54.3161,-130.3201,287.2,70,100,21.61,CA,1728770033
421,korhogo,9.45,-5.6333,295.09,94,100,0.3,CI,1728770034
422,inhambane,-23.865,35.3833,294.61,89,0,2.29,MZ,1728770035
423,pimentel,-6.8367,-79.9342,294.31,68,0,7.72,PE,1728770037
424,santiago de cao,-7.9589,-79.2392,290.22,88,75,5.14,PE,1728770038
425,fortuna,40.5982,-124.1573,293.66,91,100,0.0,US,1728770039
426,lethem,3.3803,-59.7968,302.64,58,100,0.55,GY,1728770040
427,vuktyl,63.8567,57.3094,273.06,58,100,5.97,RU,1728770041
428,kurud,20.8322,81.7214,295.84,89,14,1.41,IN,1728770042
429,kuta,-8.7233,115.1723,300.12,94,20,2.57,ID,1728770043
430,christchurch,-43.5333,172.6333,283.68,78,75,3.6,NZ,1728769927
431,akureyri,65.6835,-18.0878,265.11,93,0,2.57,IS,1728770045
432,vorgashor,67.5833,63.95,272.56,76,100,7.26,RU,1728770046
433,santa ana,33.7456,-117.8678,301.99,55,20,4.12,US,1728770048
434,ghatampur,26.1667,80.1667,297.17,71,83,2.28,IN,1728770049
435,wad medani,14.4012,33.5199,304.02,46,43,3.91,SD,1728770050
436,calingasta,-31.3308,-69.4078,297.09,7,97,5.63,AR,1728770051
437,dzuunharaa,48.8523,106.4579,280.43,52,8,2.27,MN,1728770052
438,karamay,45.6004,84.8661,285.66,61,100,9.46,CN,1728770053
439,salekhard,66.53,66.6019,273.94,72,100,5.66,RU,1728770054
440,richards bay,-28.783,32.0377,292.53,92,6,1.83,ZA,1728770055
441,palmas,-10.2128,-48.3603,305.08,45,40,4.63,BR,1728769785
442,nagqu,31.5,92.0,271.31,29,61,1.34,CN,1728770057
443,saint-pierre,-21.3393,55.4781,293.97,78,20,7.72,RE,1728770059
444,chinde,26.8212,87.7095,294.42,79,53,1.75,NP,1728770060
445,nar'yan-mar,67.6713,53.087,275.3,85,100,8.49,RU,1728770061
446,al jawf,29.5,38.75,296.34,29,0,1.81,SA,1728770062
447,katabu,-4.9333,122.5167,297.41,93,70,1.36,ID,1728770063
448,traverse city,44.7631,-85.6206,284.83,61,99,1.34,US,1728770064
449,yangcun,39.3639,117.0603,288.44,94,100,3.12,CN,1728770065
450,nelson,-41.2833,173.2833,286.69,57,64,2.43,NZ,1728770066
451,moussoro,13.6408,16.4901,306.19,16,89,1.6,TD,1728770067
452,launceston,-41.45,147.1667,282.95,81,100,5.14,AU,1728770068
453,ust'-ordynskiy,52.805,104.7508,272.48,85,100,6.25,RU,1728770069
454,pleasanton,37.6624,-121.8747,299.13,56,20,4.63,US,1728770071
455,enewetak,11.3474,162.3373,301.84,76,100,5.23,MH,1728770072
456,durg,21.1833,81.2833,297.21,84,59,0.38,IN,1728770073
457,hami,42.8,93.45,290.29,33,99,8.22,CN,1728770074
458,kalmunai,7.4167,81.8167,297.45,90,100,3.77,LK,1728770075
459,severo-yeniseyskiy,60.3725,93.0408,259.5,99,72,1.46,RU,1728770076
460,nguigmi,14.2495,13.1092,305.43,18,92,3.61,NE,1728770077
461,kilifi,-3.6305,39.8499,297.06,87,74,4.36,KE,1728770078
462,rikaze,29.25,88.8833,279.95,57,0,1.54,CN,1728770079
463,sumy,50.9216,34.8003,288.06,57,100,5.47,UA,1728770023
464,belmonte,-15.8631,-38.8828,298.3,75,81,4.94,BR,1728770081
465,beau vallon,-20.4189,57.6953,295.28,68,40,7.2,MU,1728770014
466,opuwo,-18.0607,13.84,297.82,14,2,2.86,NA,1728770084
467,puerto baquerizo moreno,-0.9,-89.6,296.7,88,40,6.69,EC,1728770085
468,anloga,5.7947,0.8973,299.59,87,82,7.16,GH,1728770086
469,mossel bay,-34.1831,22.146,290.11,89,0,1.0,ZA,1728769547
470,hiratacho,35.4333,132.8167,287.13,94,46,5.14,JP,1728770088
471,manadhoo,5.7667,73.3833,299.28,85,97,6.26,MV,1728770089
472,durban,-29.8579,31.0292,292.66,89,10,2.87,ZA,1728769499
473,nadi,-17.8,177.4167,301.15,65,75,2.06,FJ,1728770091
474,lichinga,-13.3128,35.2406,293.2,52,0,3.13,MZ,1728770092
475,kavaratti,10.5669,72.642,299.31,84,94,4.1,IN,1728770093
476,pedernales,18.0384,-71.744,303.24,68,37,3.13,DO,1728770095
477,carnarvon,-24.8667,113.6333,291.09,80,0,6.13,AU,1728770030
478,filingue,14.3521,3.3168,306.78,22,95,1.1,NE,1728770097
479,leua,48.2156,18.6071,282.47,80,100,2.81,SK,1728770098
480,bafoulabe,13.8065,-10.8321,299.68,82,100,2.28,ML,1728770099
481,juneau,58.3019,-134.4197,284.15,87,100,11.83,US,1728770002
482,mtambile,-5.3833,39.7,298.3,82,3,5.54,TZ,1728770101
483,novodvinsk,64.4165,40.8122,280.01,95,100,3.05,RU,1728770102
484,santanyi,39.3546,3.1291,293.93,85,59,1.5,ES,1728770103
485,carutapera,-1.195,-46.02,299.37,77,44,5.74,BR,1728770104
486,buala,-8.145,159.5921,301.65,74,19,3.76,SB,1728770106
487,martapura,-3.4167,114.85,299.2,100,82,0.51,ID,1728770107
488,saint-mandrier-sur-mer,43.078,5.929,290.42,91,100,2.06,FR,1728770108
489,skive,56.5667,9.0333,283.24,84,99,2.24,DK,1728770109
490,ondjiva,-17.0667,15.7333,299.17,12,0,2.57,AO,1728770110
491,eldorado at santa fe,35.5264,-105.9347,300.99,15,13,1.79,US,1728770111
492,luwuk,-0.9516,122.7875,296.24,87,87,1.64,ID,1728770112
493,bodinayakkanur,10.0167,77.35,296.55,91,100,1.09,IN,1728770113
494,gaalkacyo,6.7697,47.4308,299.44,69,80,7.9,SO,1728770114
495,ballina,-28.8667,153.5667,291.98,60,98,7.18,AU,1728770115
496,boa vista,2.8197,-60.6733,306.14,49,20,3.6,BR,1728770117
497,araria,26.15,87.5167,295.41,68,76,0.52,IN,1728770118
498,matoury,4.8483,-52.3317,302.13,74,0,4.12,GF,1728770119
499,birjand,32.8663,59.2211,291.41,16,0,4.12,IR,1728770120
500,cadale,2.7603,46.3222,298.76,87,99,7.56,SO,1728770121
501,kastellaun,50.0667,7.45,284.47,100,75,5.14,DE,1728770050
502,cachoeira,-12.6183,-38.9558,296.85,69,20,4.29,BR,1728770123
503,dunedin,-45.8742,170.5036,281.37,88,72,1.79,NZ,1728770051
504,seven pagodas,12.6264,80.1722,300.24,82,55,3.02,IN,1728770126
505,lorengau,-2.0226,147.2712,302.45,70,60,3.15,PG,1728770127
506,holualoa,19.6228,-155.9522,299.06,89,0,4.63,US,1728770128
507,bondo,3.8146,23.6866,294.39,88,94,0.54,CD,1728770129
508,nizhnesortymskiy,62.4397,71.7603,271.53,71,100,8.04,RU,1728770130
509,tuban,-6.8976,112.0649,299.02,81,11,2.61,ID,1728770131
510,kourou,5.1552,-52.6478,300.61,77,90,5.35,GF,1728770132
511,warman,52.3168,-106.5679,284.1,53,20,6.69,CA,1728770133
512,sechura,-5.5569,-80.8222,296.36,63,74,8.34,PE,1728770134
513,nadym,65.5333,72.5167,272.89,68,100,8.46,RU,1728770136
514,cuyo,10.8525,121.0086,302.02,74,100,4.12,PH,1728770038
515,tabou,4.423,-7.3528,297.85,89,96,4.91,CI,1728770138
516,mitsamiouli,-11.3847,43.2844,298.5,79,39,1.83,KM,1728770139
517,mossendjo,-2.9506,12.7261,294.79,99,100,1.94,CG,1728770140
518,mapimi,25.8167,-103.85,298.93,22,0,3.1,MX,1728770141
519,el bauga,18.262,33.9081,306.2,25,77,4.96,SD,1728770142
520,new norfolk,-42.7826,147.0587,285.33,53,96,1.85,AU,1728770125
521,fale old settlement,-9.3852,-171.2468,300.99,78,89,7.09,TK,1728770144
522,barah,13.7,30.3667,304.09,38,19,4.29,SD,1728770145
523,acheng,45.5454,126.977,279.34,55,10,2.63,CN,1728770147
524,santyoku,37.4406,129.1708,288.69,73,1,2.26,KR,1728770148
525,aldama,22.9167,-98.0667,301.16,51,34,4.85,MX,1728770149
526,diapaga,12.0708,1.7889,301.29,66,53,2.64,BF,1728770150
527,kisangani,0.5167,25.2,294.19,89,98,0.7,CD,1728770151
528,maputo,-25.9653,32.5892,296.05,88,75,2.68,MZ,1728770152
529,homer,59.6425,-151.5483,279.28,92,100,3.82,US,1728770153
530,margate,51.3813,1.3862,283.54,75,18,0.89,GB,1728770154
531,general villegas,-35.0328,-63.0125,293.97,51,98,6.7,AR,1728770155
532,kone,-21.0595,164.8658,299.31,46,74,0.64,NC,1728770156
533,xai-xai,-25.0519,33.6442,293.5,89,0,2.83,MZ,1728770159
534,wuwei,37.9281,102.6414,285.5,41,0,0.81,CN,1728770160
535,pyay,18.8167,95.2167,297.0,93,54,0.46,MM,1728770161
536,east ballina,-28.8667,153.5833,291.98,60,98,7.18,AU,1728770162
537,chibougamau,49.9168,-74.3659,275.94,93,100,7.2,CA,1728770163
538,pavlovka,52.6897,47.1405,272.19,65,0,2.91,RU,1728770164
539,banff,51.1762,-115.5698,287.36,24,96,2.57,CA,1728770165
540,zelenogorsk,56.1147,94.5861,266.78,81,15,2.05,RU,1728770166
541,dedovichi,57.5517,29.9502,278.85,80,100,1.28,RU,1728770167
542,lusambo,-4.9667,23.45,295.73,68,14,0.74,CD,1728770168
543,aktobe,50.2797,57.2072,270.2,68,100,7.0,KZ,1728770170
544,coquimbo,-29.9533,-71.3436,288.0,77,75,4.63,CL,1728769919
545,sheridan,44.8333,-106.9173,297.05,30,0,2.06,US,1728770173
546,san luis de la loma,17.2706,-100.8939,300.76,79,100,2.48,MX,1728770174
547,bamboo flat,11.7,92.7167,300.2,89,40,1.03,IN,1728770175
548,mezhdurechenskiy,59.6,65.9333,269.71,73,76,2.18,RU,1728770176
549,mirny,62.5353,113.9611,260.3,98,78,1.36,RU,1728770177
550,mogadishu,2.0371,45.3438,298.81,86,90,7.17,SO,1728770178
551,saint john,45.2727,-66.0677,283.72,62,75,8.75,CA,1728769954
552,acara,-1.9608,-48.1967,301.76,64,100,2.62,BR,1728770181
553,port isabel,26.0734,-97.2086,303.19,64,0,4.63,US,1728769902
554,vaskelovo,60.3693,30.3534,278.35,86,6,1.87,RU,1728770183
555,saudarkrokur,65.7461,-19.6394,270.37,71,8,4.47,IS,1728770184
556,robertsport,6.7533,-11.3686,299.46,82,100,4.02,LR,1728770185
557,novyy urengoy,66.0833,76.6333,270.94,96,100,8.09,RU,1728770186
558,san patricio,28.017,-97.5169,305.12,44,0,6.23,US,1728770187
559,olavarria,-36.8927,-60.3225,291.07,21,88,1.78,AR,1728769926
560,san mariano,7.5,126.0,296.21,93,100,0.86,PH,1728770189
561,sao francisco de assis,-29.5503,-55.1311,293.48,73,14,4.22,BR,1728770191
562,santo tomas la union,14.6333,-91.3833,299.44,86,88,0.96,GT,1728770192
563,charters towers,-20.1,146.2667,295.67,52,89,5.7,AU,1728770193
564,muli,2.9167,73.5667,301.01,79,100,8.3,MV,1728770194
565,el calafate,-50.3408,-72.2768,281.91,63,100,3.66,AR,1728770195
566,howard springs,-12.497,131.047,300.3,83,5,1.87,AU,1728770196
567,korla,41.7597,86.1469,289.96,35,2,3.94,CN,1728770197
568,taoudenni,22.6783,-3.9836,308.69,14,0,4.47,ML,1728770198
569,nenjiang,49.1833,125.2167,275.73,51,23,2.84,CN,1728770199
570,mayya,61.7333,130.2811,263.28,96,91,1.71,RU,1728770200
571,umuahia,5.5263,7.4896,294.48,98,100,0.88,NG,1728770202
572,zhicheng,30.2956,111.5047,289.62,91,100,1.24,CN,1728770203
573,los frentones,-26.4077,-61.4137,300.23,39,1,2.46,AR,1728770204
574,big bend,-26.8167,31.9333,293.61,89,34,0.89,SZ,1728770206
575,qarah,34.1527,36.7415,290.35,59,0,0.42,SY,1728770207
576,tanjungagung,-3.9333,103.8,296.43,95,99,1.21,ID,1728770208
577,mlangali,-9.7833,34.5167,287.7,77,4,2.6,TZ,1728770209
578,talara,-4.5772,-81.2719,295.57,68,0,9.26,PE,1728770210
579,ulaangom,49.9811,92.0667,280.43,49,100,1.64,MN,1728770212
580,saki,8.6667,3.3833,295.1,96,99,1.72,NG,1728770213
581,bethanie,-26.4833,17.15,300.19,12,1,3.94,NA,1728770214
582,sai buri,6.7013,101.6168,299.8,91,100,1.27,TH,1728770215
